Message,Category,Priority
Could you help me troubleshoot DNS lookup failures? The issue is slowing me down.,Network,Medium
I'm seeing a problem with downgrading my plan. The issue is slowing me down.,Subscription,Medium
Can you explain return steps for an unused item? I want to make sure I do it correctly.,Refund,Low
Can you point me to the right steps for the maintenance schedule? I could not find it in the docs.,Outage,Low
Where can I find help with return steps for an unused item? A short answer is fine.,Refund,Low
I need someone to look at a failed hard drive today. This is holding up a delivery.,Hardware,High
Can support take a look at a refund that is still pending? It started after the last update.,Refund,Medium
What is the best way to deal with checking firewall requirements? This is for planning.,Network,Low
I need some basic info about downloading an invoice. This is not blocking me.,Billing,Low
I'm seeing a problem with slow Wi-Fi in the office. I tried again but it still happens.,Network,Medium
Unauthorized access to customer data is blocking operations and we need help now. We cannot wait until tomorrow.,Security,Urgent
Critical product setup for today's rollout is blocking operations and we need help now. Customers are affected right now.,Product,Urgent
Can support take a look at finding the correct support contact? It only affects one user so far.,General,Medium
A monitor that flickers needs attention. I can still do some work.,Hardware,Medium
Can you point me to the right steps for finding product documentation? I want to make sure I do it correctly.,Product,Low
I'm looking for guidance on available subscription plans. I only need the basic steps.,Subscription,Low
Could you help me troubleshoot the dashboard loading slowly for users? It started this morning.,Outage,Medium
I'm looking for guidance on checking laptop warranty details. No rush.,Hardware,Low
A required feature during customer onboarding is blocking operations and we need help now. This is affecting production.,Product,Urgent
How should I handle checking firewall requirements? This is for planning.,Network,Low
Can support take a look at an intermittent service outage? It happens on and off.,Outage,Medium
Our team is stuck because of an urgent subscription cancellation. Nobody can continue until this is fixed.,Subscription,Urgent
Please prioritize a callback request for today. I already tried the basic steps.,General,High
A renewal reminder that looks wrong needs attention. I can still do some work.,Subscription,Medium
A phishing message I received needs attention. It started after the last update.,Security,Medium
Can you point me to the right steps for checking my renewal date? This is for planning.,Subscription,Low
Network latency blocking calls is causing a serious delay. Please check this today.,Network,High
I'm having trouble with an invoice that shows the wrong address. It happens on and off.,Billing,Medium
We need urgent help with a large duplicate charge. Please escalate this immediately.,Billing,Urgent
A malware warning on my laptop is stopping an important task. Please check this today.,Security,High
The dashboard not loading for multiple users is causing a serious delay. I already tried the basic steps.,Outage,High
Where can I find help with setting up two-step login? This is for planning.,Account,Low
Can support take a look at an app crash? It happens on and off.,Technical,Medium
Can support take a look at service errors that come and go? It only affects one user so far.,Outage,Medium
This is urgent: packet loss affecting customer calls. Please escalate this immediately.,Network,Urgent
I need some basic info about my billing cycle. This is for planning.,Billing,Low
Owner account recovery is blocking operations and we need help now. Customers are affected right now.,Account,Urgent
Our team is stuck because of a support handoff. Our whole team is stuck.,General,Urgent
Can support take a look at an app crash? It started this morning.,Technical,Medium
How should I handle updating my account profile? I want to make sure I do it correctly.,Account,Low
A time-sensitive customer question is causing a serious delay. This is affecting a customer task.,General,High
We need this fixed now: product access before a live demo. Please escalate this immediately.,Product,Urgent
This is urgent: license expiry for the whole team. Our whole team is stuck.,Subscription,Urgent
I need help with a failed hard drive today. This is delaying today's work.,Hardware,High
I'm looking for guidance on exporting data to Excel. This is not blocking me.,Product,Low
Network access for the whole office is blocking operations and we need help now. Please escalate this immediately.,Network,Urgent
What is the best way to deal with checking feature availability? I'm just checking before I continue.,Product,Low
We need this fixed now: all users locked out of the account. This needs attention right now.,Account,Urgent
Can you point me to the right steps for updating the billing contact? I'm setting this up today.,Billing,Low
Please escalate a hacked account immediately. This needs attention right now.,Security,Urgent
A callback request is affecting our whole team right now. This is happening during business hours.,General,Urgent
We need urgent help with a callback request. We cannot wait until tomorrow.,General,Urgent
Can you explain where to send feedback? This is not blocking me.,General,Low
Something seems wrong with unstable network connectivity. It only affects one user so far.,Network,Medium
I need some basic info about my billing cycle. No rush.,Billing,Low
Can support take a look at product compatibility with our workflow? It happens on and off.,Product,Medium
Please prioritize an app crash. Several people are waiting on this.,Technical,High
Front desk printer failure is affecting our whole team right now. This is happening during business hours.,Hardware,Urgent
Can you point me to the right steps for status page notifications? I want to make sure I do it correctly.,Outage,Low
I need help with a core product feature today. This is holding up a delivery.,Product,High
Can you help with a locked admin account as soon as possible? This is delaying today's work.,Account,High
I have a quick question about the tax details on my receipt. I'm comparing options.,Billing,Low
Can this be escalated for getting routed to the right support team? This is affecting a customer task.,General,High
I need help with an unknown device on my account. The issue is slowing me down.,Security,Medium
An urgent return for the wrong shipment is affecting our whole team right now. We cannot wait until tomorrow.,Refund,Urgent
Could you help me troubleshoot product settings not matching the guide? I tried again but it still happens.,Product,Medium
Changing seats on my subscription needs attention. The issue is slowing me down.,Subscription,Medium
Something seems wrong with a printer that keeps jamming. It only affects one user so far.,Hardware,Medium
How should I handle service availability history? This is not blocking me.,Outage,Low
A card charge that should not be there is blocking my work. Please check this today.,Billing,High
Can this be escalated for a replacement that has not shipped? This is delaying today's work.,Refund,High
A security incident is causing an active incident. Customers are affected right now.,Security,Urgent
Something seems wrong with an invoice that shows the wrong address. The issue is slowing me down.,Billing,Medium
I'm having trouble with an exchange request for the wrong item. The issue is slowing me down.,Refund,Medium
Something seems wrong with updating the payment method. The issue is slowing me down.,Billing,Medium
How should I handle exchange options for my order? I want to make sure I do it correctly.,Refund,Low
I have a quick question about where to send feedback. I could not find it in the docs.,General,Low
Billing access before payroll closes is blocking operations and we need help now. We cannot wait until tomorrow.,Billing,Urgent
A locked admin account is blocking my work. My team cannot finish the task.,Account,High
How should I handle the refund policy? I'm setting this up today.,Refund,Low
We need this fixed now: production downtime. Our whole team is stuck.,Outage,Urgent
I'm having trouble with product settings not matching the guide. It only affects one user so far.,Product,Medium
Please prioritize a subscription that renewed by mistake. This is holding up a delivery.,Subscription,High
I need help with a replacement that has not shipped today. My team cannot finish the task.,Refund,High
DNS lookup failures needs attention. I can still do some work.,Network,Medium
I need help with a software error during checkout today. This is delaying today's work.,Technical,High
I have a quick question about the tax details on my receipt. I could not find it in the docs.,Billing,Low
Can someone check finding the correct support contact? I tried again but it still happens.,General,Medium
An urgent return for the wrong shipment is blocking operations and we need help now. Customers are affected right now.,Refund,Urgent
We need this fixed now: a hacked account. Nobody can continue until this is fixed.,Security,Urgent
What is the best way to deal with finding logs in the application? This is for planning.,Technical,Low
An app crash is causing a serious delay. This is delaying today's work.,Technical,High
Please escalate an outage blocking our operations immediately. Customers are affected right now.,Outage,Urgent
Please escalate hardware failure on a shared workstation immediately. Nobody can continue until this is fixed.,Hardware,Urgent
The website down for all customers is causing an active incident. We have a deadline today.,Outage,Urgent
Can you point me to the right steps for checking firewall requirements? No rush.,Network,Low
DNS lookup failures needs attention. It happens on and off.,Network,Medium
I need help with an exchange request for the wrong item. I can work around it for now.,Refund,Medium
We need this fixed now: a hacked account. We cannot wait until tomorrow.,Security,Urgent
Please escalate a complete service outage immediately. This needs attention right now.,Outage,Urgent
We need this fixed now: a callback request. The team is blocked.,General,Urgent
I need help with slow Wi-Fi in the office. I tried again but it still happens.,Network,Medium
This is urgent: hardware failure on a shared workstation. Our whole team is stuck.,Hardware,Urgent
Can you point me to the right steps for service availability history? This is for planning.,Outage,Low
I'm having trouble with product compatibility with our workflow. I can work around it for now.,Product,Medium
I'm looking for guidance on checking feature availability. I'm setting this up today.,Product,Low
I need help with a firewall rule blocking the app today. I need an update soon.,Network,High
I need help with a suspicious admin permission change today. I do not have a workaround.,Security,High
I need some basic info about checking firewall requirements. A short answer is fine.,Network,Low
We need urgent help with a damaged order needed for an event tomorrow. Please escalate this immediately.,Refund,Urgent
A broken device needed for today's shift is blocking operations and we need help now. This is happening during business hours.,Hardware,Urgent
An invoice that shows the wrong address needs attention. The issue is slowing me down.,Billing,Medium
Could you help me troubleshoot unstable network connectivity? I can work around it for now.,Network,Medium
This is urgent: company account access. This is happening during business hours.,Account,Urgent
I'm seeing a problem with product compatibility with our workflow. It happens on and off.,Product,Medium
I need help with DNS lookup failures. It started after the last update.,Network,Medium
VPN outage for remote staff is causing an active incident. We have a deadline today.,Network,Urgent
I'm seeing a problem with getting help from the right team. It happens on and off.,General,Medium
Can someone check a partial outage on one feature? It started this morning.,Outage,Medium
How should I handle my billing cycle? This is for planning.,Billing,Low
Can you explain recommended network settings? I'm setting this up today.,Network,Low
I need some basic info about setting up the app. A short answer is fine.,Technical,Low
I'm seeing a problem with an intermittent service outage. It only affects one user so far.,Outage,Medium
Getting routed to the right support team is causing a serious delay. My team cannot finish the task.,General,High
Can someone check a security warning in the dashboard? I tried again but it still happens.,Security,Medium
Can support take a look at a security warning in the dashboard? It started this morning.,Security,Medium
Can this be escalated for a failed payment blocking renewal? I need an update soon.,Billing,High
A replacement that has not shipped is stopping an important task. My team cannot finish the task.,Refund,High
Where can I find help with planned downtime details? This is for planning.,Outage,Low
I need help with unauthorized account access today. I do not have a workaround.,Security,High
Can you point me to the right steps for updating my account profile? This is not blocking me.,Account,Low
A product workflow needed for today is stopping an important task. This is affecting a customer task.,Product,High
An outage blocking our operations is affecting our whole team right now. This needs attention right now.,Outage,Urgent
Our team is stuck because of a hacked account. Please escalate this immediately.,Security,Urgent
Account login is causing a serious delay. I already tried the basic steps.,Account,High
What is the best way to deal with the maintenance schedule? I'm just checking before I continue.,Outage,Low
Password reset needs attention. It started this morning.,Account,Medium
I need some basic info about account settings. I'm just checking before I continue.,Account,Low
Can you help with getting routed to the right support team as soon as possible? Several people are waiting on this.,General,High
I need some basic info about checking the supported browser version. I could not find it in the docs.,Technical,Low
Can this be escalated for a core product feature? Several people are waiting on this.,Product,High
We need this fixed now: license expiry for the whole team. This is happening during business hours.,Subscription,Urgent
I have a quick question about checking feature availability. I'm comparing options.,Product,Low
What is the best way to deal with available support channels? I'm setting this up today.,General,Low
We need this fixed now: an urgent return for the wrong shipment. Please escalate this immediately.,Refund,Urgent
An integration that fails sometimes needs attention. It happens on and off.,Technical,Medium
This is urgent: an urgent subscription cancellation. We have a deadline today.,Subscription,Urgent
I need help with finding the correct support contact. It only affects one user so far.,General,Medium
This is urgent: a required feature during customer onboarding. This is happening during business hours.,Product,Urgent
Something seems wrong with a receipt that has not arrived. It happens on and off.,Billing,Medium
We need this fixed now: the app crashing for every user. Customers are affected right now.,Technical,Urgent
This is urgent: a possible data breach. We have a deadline today.,Security,Urgent
Can you point me to the right steps for planned downtime details? A short answer is fine.,Outage,Low
All users locked out of the account is affecting our whole team right now. Our whole team is stuck.,Account,Urgent
I have a quick question about the tax details on my receipt. I'm just checking before I continue.,Billing,Low
Where can I find help with contacting support? A short answer is fine.,General,Low
I'm seeing a problem with signing in on the mobile app. It happens on and off.,Account,Medium
Getting routed to the right support team is blocking my work. I do not have a workaround.,General,High
I need someone to look at a broken work laptop today. Several people are waiting on this.,Hardware,High
I'm having trouble with a scanner that is not detected. The issue is slowing me down.,Hardware,Medium
Where can I find help with available support channels? A short answer is fine.,General,Low
Can you explain setting up two-factor authentication? I'm just checking before I continue.,Security,Low
I'm having trouble with downgrading my plan. I can still do some work.,Subscription,Medium
I'm looking for guidance on business hours. I want to make sure I do it correctly.,General,Low
Getting routed to the right support team is stopping an important task. This is holding up a delivery.,General,High
I have a quick question about password policy requirements. I want to make sure I do it correctly.,Security,Low
Can this be escalated for a duplicate charge? I already tried the basic steps.,Billing,High
We need this fixed now: critical product setup for today's rollout. Our whole team is stuck.,Product,Urgent
We need urgent help with the website down for all customers. We cannot wait until tomorrow.,Outage,Urgent
I need help with a failed hard drive today. I need this fixed before end of day.,Hardware,High
We need urgent help with license expiry for the whole team. Customers are affected right now.,Subscription,Urgent
I have a quick question about updating my account profile. I could not find it in the docs.,Account,Low
A large duplicate charge is causing an active incident. This needs attention right now.,Billing,Urgent
Please prioritize a replacement that has not shipped. Please check this today.,Refund,High
I'm seeing a problem with updating the payment method. I can work around it for now.,Billing,Medium
API downtime during business hours is causing a serious delay. My team cannot finish the task.,Outage,High
I'm seeing a problem with the dashboard loading slowly for users. I tried again but it still happens.,Outage,Medium
I'm having trouble with changing seats on my subscription. It started this morning.,Subscription,Medium
Something seems wrong with a refund request. It only affects one user so far.,Refund,Medium
I'm seeing a problem with a laptop battery draining too fast. It only affects one user so far.,Hardware,Medium
Please prioritize getting routed to the right support team. I need this fixed before end of day.,General,High
Can someone check a printer that keeps jamming? It started this morning.,Hardware,Medium
How should I handle setting up a new printer? This is for planning.,Hardware,Low
Can support take a look at canceling a trial? It only affects one user so far.,Subscription,Medium
A damaged order needed for an event tomorrow is causing an active incident. We have a deadline today.,Refund,Urgent
Can you point me to the right steps for planned downtime details? This is not blocking me.,Outage,Low
Can someone check DNS lookup failures? It started after the last update.,Network,Medium
I have a quick question about checking the supported browser version. No rush.,Technical,Low
Can support take a look at account settings not saving? The issue is slowing me down.,Account,Medium
A product setup issue before launch is blocking my work. I do not have a workaround.,Product,High
We need this fixed now: network access for the whole office. Our whole team is stuck.,Network,Urgent
We need urgent help with network access for the whole office. Our whole team is stuck.,Network,Urgent
This is urgent: an urgent subscription cancellation. Nobody can continue until this is fixed.,Subscription,Urgent
Could you help me troubleshoot changing seats on my subscription? It started this morning.,Subscription,Medium
We need urgent help with support contact before today's deployment. This needs attention right now.,General,Urgent
We need this fixed now: a broken integration. This is happening during business hours.,Technical,Urgent
This is urgent: a high-value refund request. Nobody can continue until this is fixed.,Refund,Urgent
Can this be escalated for an API error in our workflow? My team cannot finish the task.,Technical,High
Can you explain connecting from a new office? I want to make sure I do it correctly.,Network,Low
I need someone to look at the dashboard not loading for multiple users today. I need this fixed before end of day.,Outage,High
I need help with a plan downgrade that did not apply today. I already tried the basic steps.,Subscription,High
An exchange request for the wrong item needs attention. I can work around it for now.,Refund,Medium
Could you help me troubleshoot password reset? It started this morning.,Account,Medium
This is urgent: network access for the whole office. This is affecting production.,Network,Urgent
Can you point me to the right steps for the maintenance schedule? I'm setting this up today.,Outage,Low
This is urgent: a critical software error. This is affecting production.,Technical,Urgent
I need some basic info about available support channels. I only need the basic steps.,General,Low
Can support take a look at a question about the service? It started this morning.,General,Medium
Please prioritize feature access for our sales team. I need an update soon.,Product,High
A possible data breach is causing an active incident. We cannot wait until tomorrow.,Security,Urgent
API downtime during business hours is stopping an important task. This is holding up a delivery.,Outage,High
Something seems wrong with the dashboard loading slowly for users. I can still do some work.,Outage,Medium
I'm looking for guidance on planned downtime details. I could not find it in the docs.,Outage,Low
A refund that must be processed before month end is affecting our whole team right now. The team is blocked.,Refund,Urgent
Please prioritize a locked admin account. Several people are waiting on this.,Account,High
Unauthorized account access is blocking my work. This is affecting a customer task.,Security,High
A failed payment for our workspace is blocking operations and we need help now. Please escalate this immediately.,Billing,Urgent
Can support take a look at downgrading my plan? It started after the last update.,Subscription,Medium
Can this be escalated for a software error during checkout? I do not have a workaround.,Technical,High
VPN access for remote staff is stopping an important task. My team cannot finish the task.,Network,High
What is the best way to deal with contacting support? I want to make sure I do it correctly.,General,Low
What is the best way to deal with connecting a second monitor? I'm just checking before I continue.,Hardware,Low
Admin account lockout is causing an active incident. This is affecting production.,Account,Urgent
I'm seeing a problem with VPN connection drops. It only affects one user so far.,Network,Medium
Can you help with a suspicious admin permission change as soon as possible? This is delaying today's work.,Security,High
Please prioritize a duplicate charge. Several people are waiting on this.,Billing,High
I need someone to look at an API error in our workflow today. This is delaying today's work.,Technical,High
I need some basic info about using the dashboard filters. I'm setting this up today.,Product,Low
Can someone check slow Wi-Fi in the office? It started after the last update.,Network,Medium
Something seems wrong with an exchange request for the wrong item. It only affects one user so far.,Refund,Medium
I need help with a receipt that has not arrived. The issue is slowing me down.,Billing,Medium
Can you point me to the right steps for downloading an invoice? I'm just checking before I continue.,Billing,Low
A suspicious login email needs attention. It only affects one user so far.,Security,Medium
Subscription cancellation is blocking my work. I need this fixed before end of day.,Subscription,High
Getting routed to the right support team is blocking my work. I need this fixed before end of day.,General,High
I'm having trouble with updating the payment method. It happens on and off.,Billing,Medium
I need some basic info about password policy requirements. No rush.,Security,Low
Please escalate internet access down at our branch immediately. Please escalate this immediately.,Network,Urgent
Can support take a look at a question about the service? It started after the last update.,General,Medium
An integration that fails sometimes needs attention. It started this morning.,Technical,Medium
This is urgent: a failed payment for our workspace. This is affecting production.,Billing,Urgent
A sync problem needs attention. I can work around it for now.,Technical,Medium
Something seems wrong with unstable network connectivity. I can still do some work.,Network,Medium
Could you help me troubleshoot an invoice that shows the wrong address? I can still do some work.,Billing,Medium
Can you explain setting up a new printer? This is not blocking me.,Hardware,Low
Could you help me troubleshoot a security warning in the dashboard? I tried again but it still happens.,Security,Medium
Please escalate a company card charge that needs reversal now immediately. Our whole team is stuck.,Billing,Urgent
Could you help me troubleshoot getting help from the right team? I can work around it for now.,General,Medium
I need some basic info about reviewing login history. I'm setting this up today.,Security,Low
We need urgent help with network access for the whole office. This is happening during business hours.,Network,Urgent
I'm seeing a problem with an exchange request for the wrong item. The issue is slowing me down.,Refund,Medium
Can you point me to the right steps for VPN setup steps? I want to make sure I do it correctly.,Network,Low
Please escalate owner account recovery immediately. We have a deadline today.,Account,Urgent
What is the best way to deal with trial plan limits? I want to make sure I do it correctly.,Subscription,Low
Where can I find help with exporting data to Excel? I want to make sure I do it correctly.,Product,Low
Workspace access after renewal failed is causing an active incident. Our whole team is stuck.,Subscription,Urgent
Can you point me to the right steps for the maintenance schedule? I want to make sure I do it correctly.,Outage,Low
Can you help with a failed hard drive as soon as possible? I need an update soon.,Hardware,High
Can you point me to the right steps for account settings? I only need the basic steps.,Account,Low
A locked admin account is blocking my work. This is delaying today's work.,Account,High
Can someone check a receipt that has not arrived? It happens on and off.,Billing,Medium
VPN connection drops needs attention. I can work around it for now.,Network,Medium
How should I handle security settings for my account? I only need the basic steps.,Security,Low
A locked admin account is causing a serious delay. I need this fixed before end of day.,Account,High
I need help with a laptop battery draining too fast. I tried again but it still happens.,Hardware,Medium
I need someone to look at a subscription that renewed by mistake today. My team cannot finish the task.,Subscription,High
I need some basic info about updating my account profile. This is for planning.,Account,Low
Can someone check an exchange request for the wrong item? The issue is slowing me down.,Refund,Medium
Finding the correct support contact needs attention. I tried again but it still happens.,General,Medium
Could you help me troubleshoot unstable network connectivity? The issue is slowing me down.,Network,Medium
Can you explain checking my renewal date? I'm setting this up today.,Subscription,Low
I need some basic info about where to send feedback. I'm setting this up today.,General,Low
I need help with a core product feature today. Several people are waiting on this.,Product,High
I need help with a firewall rule blocking the app today. I need this fixed before end of day.,Network,High
Can someone check an integration that fails sometimes? I can still do some work.,Technical,Medium
A security incident is causing an active incident. Please escalate this immediately.,Security,Urgent
I have a quick question about exchange options for my order. This is for planning.,Refund,Low
A high-value refund request is causing an active incident. Customers are affected right now.,Refund,Urgent
Can support take a look at a return label that was never sent? I can work around it for now.,Refund,Medium
I'm having trouble with password reset. It happens on and off.,Account,Medium
A critical software error is blocking operations and we need help now. Nobody can continue until this is fixed.,Technical,Urgent
This is urgent: an urgent return for the wrong shipment. This needs attention right now.,Refund,Urgent
Something seems wrong with downgrading my plan. It only affects one user so far.,Subscription,Medium
I need some basic info about checking feature availability. I want to make sure I do it correctly.,Product,Low
A damaged product return is causing a serious delay. Several people are waiting on this.,Refund,High
I need someone to look at a password reset link that does not work today. I do not have a workaround.,Account,High
A product workflow needed for today is causing a serious delay. I do not have a workaround.,Product,High
I'm looking for guidance on available subscription plans. I'm just checking before I continue.,Subscription,Low
How should I handle contacting support? A short answer is fine.,General,Low
Can you explain finding product documentation? I'm just checking before I continue.,Product,Low
Could you help me troubleshoot a sync problem? The issue is slowing me down.,Technical,Medium
We need urgent help with a possible data breach. We cannot wait until tomorrow.,Security,Urgent
Please prioritize a failed payment blocking renewal. This is holding up a delivery.,Billing,High
Can you help with a product workflow needed for today as soon as possible? This is affecting a customer task.,Product,High
Something seems wrong with getting help from the right team. I tried again but it still happens.,General,Medium
Could you help me troubleshoot DNS lookup failures? I can still do some work.,Network,Medium
Can support take a look at updating the payment method? It started this morning.,Billing,Medium
Can you point me to the right steps for exchange options for my order? I'm setting this up today.,Refund,Low
An urgent return for the wrong shipment is causing an active incident. Our whole team is stuck.,Refund,Urgent
Something seems wrong with changing seats on my subscription. The issue is slowing me down.,Subscription,Medium
Please escalate internet access down at our branch immediately. Nobody can continue until this is fixed.,Network,Urgent
How should I handle finding logs in the application? I only need the basic steps.,Technical,Low
I need some basic info about the refund policy. I only need the basic steps.,Refund,Low
Where can I find help with security settings for my account? I'm setting this up today.,Security,Low
Can you help with a software error during checkout as soon as possible? I need an update soon.,Technical,High
We need urgent help with a damaged order needed for an event tomorrow. We cannot wait until tomorrow.,Refund,Urgent
I need help with network latency blocking calls today. I do not have a workaround.,Network,High
The website being down is blocking my work. I already tried the basic steps.,Outage,High
Where can I find help with connecting a second monitor? No rush.,Hardware,Low
I need help with a suspicious login email. It happens on and off.,Security,Medium
Our team is stuck because of a callback request. This is happening during business hours.,General,Urgent
A possible data breach is affecting our whole team right now. This is affecting production.,Security,Urgent
Where can I find help with setting up two-step login? A short answer is fine.,Account,Low
Packet loss affecting customer calls is causing an active incident. We cannot wait until tomorrow.,Network,Urgent
I need help with a plan downgrade that did not apply today. I need an update soon.,Subscription,High
Can you explain checking firewall requirements? I'm comparing options.,Network,Low
A refund that is still pending needs attention. It started after the last update.,Refund,Medium
Can this be escalated for a locked admin account? I already tried the basic steps.,Account,High
Can you help with a refund for an incorrect charge as soon as possible? I need an update soon.,Refund,High
I'm seeing a problem with downgrading my plan. It only affects one user so far.,Subscription,Medium
I need some basic info about the maintenance schedule. This is for planning.,Outage,Low
Front desk printer failure is blocking operations and we need help now. We have a deadline today.,Hardware,Urgent
Please escalate a large duplicate charge immediately. This is happening during business hours.,Billing,Urgent
Could you help me troubleshoot the dashboard loading slowly for users? I tried again but it still happens.,Outage,Medium
How should I handle checking feature availability? I want to make sure I do it correctly.,Product,Low
I have a quick question about return steps for an unused item. I could not find it in the docs.,Refund,Low
Can you point me to the right steps for checking laptop warranty details? No rush.,Hardware,Low
Where can I find help with planned downtime details? This is not blocking me.,Outage,Low
Our team is stuck because of billing access before payroll closes. We have a deadline today.,Billing,Urgent
What is the best way to deal with setting up two-factor authentication? I only need the basic steps.,Security,Low
A plan downgrade that did not apply is causing a serious delay. I do not have a workaround.,Subscription,High
Please prioritize a time-sensitive customer question. I need an update soon.,General,High
We need urgent help with an urgent return for the wrong shipment. The team is blocked.,Refund,Urgent
I need help with product settings not matching the guide. I can still do some work.,Product,Medium
We need urgent help with all users locked out of the account. The team is blocked.,Account,Urgent
Can you help with a failed payment blocking renewal as soon as possible? My team cannot finish the task.,Billing,High
An urgent subscription cancellation is blocking operations and we need help now. The team is blocked.,Subscription,Urgent
Could you help me troubleshoot a receipt that has not arrived? I can work around it for now.,Billing,Medium
I have a quick question about status page notifications. I could not find it in the docs.,Outage,Low
Can this be escalated for a suspicious admin permission change? I need an update soon.,Security,High
A password reset link that does not work is blocking my work. I do not have a workaround.,Account,High
Can this be escalated for account login? I need this fixed before end of day.,Account,High
How should I handle downloading an invoice? I'm comparing options.,Billing,Low
Can this be escalated for an unexpected invoice amount? I need this fixed before end of day.,Billing,High
Can you explain reviewing login history? No rush.,Security,Low
I need help with slow Wi-Fi in the office. The issue is slowing me down.,Network,Medium
We need urgent help with an outage blocking our operations. Our whole team is stuck.,Outage,Urgent
I need some basic info about reviewing login history. This is not blocking me.,Security,Low
Could you help me troubleshoot product compatibility with our workflow? I can work around it for now.,Product,Medium
I need help with an intermittent service outage. I tried again but it still happens.,Outage,Medium
Please prioritize a malware warning on my laptop. This is holding up a delivery.,Security,High
I need help with an invoice that shows the wrong address. The issue is slowing me down.,Billing,Medium
I'm seeing a problem with changing seats on my subscription. It started after the last update.,Subscription,Medium
I need someone to look at a malware warning on my laptop today. Please check this today.,Security,High
Our team is stuck because of a dead laptop before a client meeting. This is affecting production.,Hardware,Urgent
Where can I find help with VPN setup steps? I'm setting this up today.,Network,Low
I need help with an unexpected invoice amount today. I need this fixed before end of day.,Billing,High
I need help with service unavailable for our team today. My team cannot finish the task.,Outage,High
A refund request needs attention. I tried again but it still happens.,Refund,Medium
Where can I find help with downloading an invoice? I'm just checking before I continue.,Billing,Low
Can someone check importing data into the product? I can still do some work.,Product,Medium
A large duplicate charge is causing an active incident. Customers are affected right now.,Billing,Urgent
Could you help me troubleshoot a printer that keeps jamming? It started after the last update.,Hardware,Medium
I need help with a subscription that renewed by mistake today. I already tried the basic steps.,Subscription,High
I need some basic info about recommended network settings. I'm just checking before I continue.,Network,Low
This is urgent: a complete service outage. This is happening during business hours.,Outage,Urgent
Feature access for our sales team is blocking my work. I need this fixed before end of day.,Product,High
A broken integration is affecting our whole team right now. Nobody can continue until this is fixed.,Technical,Urgent
I need help with a renewal reminder that looks wrong. It started this morning.,Subscription,Medium
Please prioritize a password reset link that does not work. I already tried the basic steps.,Account,High
This is urgent: a large duplicate charge. Our whole team is stuck.,Billing,Urgent
Can support take a look at DNS lookup failures? The issue is slowing me down.,Network,Medium
A dead laptop before a client meeting is causing an active incident. This is affecting production.,Hardware,Urgent
Can you help with a replacement that has not shipped as soon as possible? My team cannot finish the task.,Refund,High
Please escalate a product workflow needed for launch immediately. We cannot wait until tomorrow.,Product,Urgent
Can support take a look at importing data into the product? The issue is slowing me down.,Product,Medium
A broken device needed for today's shift is affecting our whole team right now. This is happening during business hours.,Hardware,Urgent
Can someone check product compatibility with our workflow? It started after the last update.,Product,Medium
Network access for the whole office is blocking operations and we need help now. This is affecting production.,Network,Urgent
Could you help me troubleshoot DNS lookup failures? It happens on and off.,Network,Medium
Changing seats on my subscription needs attention. It happens on and off.,Subscription,Medium
I'm looking for guidance on changing from monthly to annual billing. I could not find it in the docs.,Subscription,Low
I'm seeing a problem with an app crash. It started this morning.,Technical,Medium
A required feature during customer onboarding is causing an active incident. Our whole team is stuck.,Product,Urgent
I need some basic info about where to send feedback. I only need the basic steps.,General,Low
Please escalate company account access immediately. Our whole team is stuck.,Account,Urgent
Our team is stuck because of a support handoff. Nobody can continue until this is fixed.,General,Urgent
I need help with a locked admin account today. Several people are waiting on this.,Account,High
I need some basic info about exporting data to Excel. No rush.,Product,Low
I have a quick question about checking laptop warranty details. I could not find it in the docs.,Hardware,Low
How should I handle finding product documentation? I want to make sure I do it correctly.,Product,Low
A locked admin account is stopping an important task. This is delaying today's work.,Account,High
A card charge that should not be there is stopping an important task. This is delaying today's work.,Billing,High
I'm looking for guidance on service availability history. I'm just checking before I continue.,Outage,Low
How should I handle setting up the app? A short answer is fine.,Technical,Low
Access to my customer portal is causing a serious delay. This is affecting a customer task.,Account,High
I have a quick question about connecting a second monitor. I could not find it in the docs.,Hardware,Low
I have a quick question about status page notifications. This is not blocking me.,Outage,Low
Feature access for our sales team is blocking my work. Please check this today.,Product,High
License expiry for the whole team is blocking operations and we need help now. Nobody can continue until this is fixed.,Subscription,Urgent
Can support take a look at signing in on the mobile app? The issue is slowing me down.,Account,Medium
Service unavailable for our team is blocking my work. This is delaying today's work.,Outage,High
We need this fixed now: a security incident. This is affecting production.,Security,Urgent
A hacked account is causing an active incident. Customers are affected right now.,Security,Urgent
Please prioritize an API error in our workflow. I already tried the basic steps.,Technical,High
Can you help with office internet connection issues as soon as possible? Please check this today.,Network,High
I need some basic info about finding product documentation. I only need the basic steps.,Product,Low
A damaged product return is stopping an important task. I do not have a workaround.,Refund,High
A security warning in the dashboard needs attention. The issue is slowing me down.,Security,Medium
We need urgent help with an urgent return for the wrong shipment. This needs attention right now.,Refund,Urgent
A broken integration is blocking operations and we need help now. Nobody can continue until this is fixed.,Technical,Urgent
I'm having trouble with signing in on the mobile app. It started after the last update.,Account,Medium
We need urgent help with a critical software error. The team is blocked.,Technical,Urgent
Something seems wrong with finding the correct support contact. I tried again but it still happens.,General,Medium
Could you help me troubleshoot a question about the service? I can still do some work.,General,Medium
How should I handle updating the billing contact? This is for planning.,Billing,Low
